element_type,osmid,name,shop,geometry,amenity,name:ru,operator,phone,website,nodes,addr:city,addr:country,addr:housenumber,addr:region,addr:street,building,tourism,building:levels,smoking,denomination,historic,religion,leisure,opening_hours,abandoned,abandoned:cafe,description,office,branch,brand:wikidata,brand:wikipedia,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:twitter,contact:vk,contact:website,name:en,ref,wheelchair,abandoned:shop,abandoned:building,aeroway,club,power,ways,type
way,123091529,,,"POLYGON ((37.2747432 58.6457785, 37.2753573 58.6456728, 37.2752938 58.6455729, 37.2746797 58.6456785, 37.2747432 58.6457785))",,,,,,"[1373776900, 1373776898, 1373776891, 1373776895, 1373776900]",Весьегонск,RU,7,Тверская область,Промышленная улица,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123091530,,,"POLYGON ((37.2821909 58.6445074, 37.2823509 58.6444475, 37.2822369 58.644365, 37.2820769 58.6444249, 37.2821909 58.6445074))",,,,,,"[1373776821, 1373776818, 1373776803, 1373776806, 1373776821]",Весьегонск,RU,6,Тверская область,Фабричный переулок,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123091533,Карамель,convenience,"POLYGON ((37.2702267 58.6465068, 37.2703312 58.6464879, 37.270341 58.6465026, 37.2704271 58.646487, 37.2704173 58.6464724, 37.2705403 58.6464501, 37.270484 58.6463658, 37.2701703 58.6464226, 37.2702267 58.6465068))",,,,,,"[1373776974, 6365373733, 6365373735, 6365373732, 6365373734, 1373776971, 1373776964, 6365373730, 1373776974]",Весьегонск,RU,25,Тверская область,Промышленная улица,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123092641,Все для дома. Весьегонского РайПо,hardware,"POLYGON ((37.2675668 58.6469251, 37.2673005 58.646972, 37.2672772 58.6469761, 37.2673526 58.6470921, 37.2676422 58.6470411, 37.2675668 58.6469251))",,,,,,"[1373664211, 6364856848, 1373664213, 1373664218, 6364856591, 1373664211]",Весьегонск,RU,1/29,Тверская область,Октябрьская улица,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123092646,,,"POLYGON ((37.2577267 58.645052, 37.2578742 58.6450255, 37.2578812 58.645036, 37.2579675 58.6450205, 37.2579457 58.6449878, 37.2579793 58.6449817, 37.257947 58.6449331, 37.2576202 58.6449918, 37.2576504 58.6450373, 37.2577099 58.6450266, 37.2577267 58.645052))",,,,,,"[1373786630, 6360949319, 6360949320, 1373786628, 6360949321, 6360949322, 1373786610, 1373786626, 6360949318, 6360949317, 1373786630]",Весьегонск,RU,34,Тверская область,Южная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123185594,,,"POLYGON ((37.2690583 58.6404601, 37.2691316 58.6405396, 37.2694768 58.6404534, 37.2694035 58.6403739, 37.2690583 58.6404601))",,,,,,"[1374545005, 1374545007, 1374545006, 1374545004, 1374545005]",Весьегонск,RU,12,Тверская область,улица Кратинова,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123185598,,,"POLYGON ((37.2703228 58.6386568, 37.270532 58.6386396, 37.2705267 58.6386222, 37.2704678 58.6384275, 37.2704627 58.6384105, 37.2702535 58.6384276, 37.2702631 58.6384593, 37.2703228 58.6386568))",,,,,,"[1374544996, 1374544995, 6365686667, 6365686637, 1374544993, 1374544994, 6365686650, 1374544996]",Весьегонск,RU,44,Тверская область,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123761369,Винзавод Creative vine,alcohol,"POLYGON ((37.2592285 58.672583, 37.259252 58.6724972, 37.2592731 58.6724171, 37.2592228 58.6724136, 37.2590926 58.6724043, 37.2590489 58.67257, 37.2591652 58.6725783, 37.2592285 58.672583))",,,,,,"[1379054891, 2632830876, 1379054887, 5903899946, 1379054886, 1379054890, 5903899947, 1379054891]",Весьегонск,RU,48,Тверская область,улица Карла Маркса,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123761370,,,"POLYGON ((37.2600459 58.648494, 37.2600054 58.6484308, 37.2599518 58.64844, 37.2596048 58.6478981, 37.2596612 58.6478883, 37.2596262 58.6478337, 37.2592805 58.6478936, 37.2597029 58.6485535, 37.2600459 58.648494))",,,,,,"[1379054824, 6359019345, 6359019344, 6359019346, 6359019347, 1379054814, 1379054815, 1379054825, 1379054824]",Весьегонск,RU,2А,Тверская область,улица Чапаева,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123761382,,,"POLYGON ((37.2751885 58.6522643, 37.2750843 58.6522643, 37.2750843 58.6523246, 37.2751885 58.6523246, 37.2751885 58.6522643))",,,,,,"[1379054842, 1379054841, 1379054845, 1379054846, 1379054842]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123761383,,,"POLYGON ((37.2749377 58.652164, 37.2753043 58.6521609, 37.2753033 58.6521295, 37.2749367 58.6521325, 37.2749377 58.652164))",,,,,,"[1379054833, 1379054832, 1379054830, 1379054831, 1379054833]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124092898,Комплексный центр социального обеспечения Весьегонского района,,"POLYGON ((37.2617767 58.6641054, 37.261005 58.6641948, 37.2609995 58.6641818, 37.2609554 58.6641869, 37.2609057 58.6641927, 37.2609108 58.6642045, 37.2606212 58.664238, 37.2606668 58.6643445, 37.2609562 58.664311, 37.2610222 58.6644652, 37.2612646 58.6644371, 37.261198 58.6642816, 37.2615786 58.6642375, 37.2616809 58.6644764, 37.2619235 58.6644484, 37.2617767 58.6641054))",,,,,,"[1382052904, 6166895267, 6166895269, 3274718311, 6166895268, 6166895266, 1382052906, 1382052910, 2582227881, 2582227886, 6166895211, 2582227878, 2582227877, 2582227890, 1382052907, 1382052904]",,,11/90,,улица Степанова,yes,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,
way,124092902,,,"POLYGON ((37.2530339 58.6627026, 37.253239 58.6626703, 37.2531244 58.6624734, 37.2529194 58.6625057, 37.2530339 58.6627026))",,,,,,"[1382052893, 2582227807, 1382052888, 1382052890, 1382052893]",Весьегонск,RU,4,Тверская область,проезд Дорожников,yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124092909,,,"POLYGON ((37.262446 58.6639183, 37.262551 58.6641618, 37.2628351 58.6641287, 37.2627896 58.6640231, 37.2627214 58.6640311, 37.2626965 58.6639733, 37.2628907 58.6639506, 37.2628561 58.6638705, 37.262446 58.6639183))",,,,,,"[1382052901, 3274718308, 1382052903, 2582227873, 2582227874, 2582227872, 2582227871, 1382052900, 1382052901]",,,99/19,,улица Карла Маркса,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097603,Весьегонск,,"POLYGON ((37.2627518 58.6542372, 37.2628064 58.6541754, 37.2627238 58.6541556, 37.2626692 58.6542175, 37.2627518 58.6542372))",bus_station,,,,,"[1382091824, 1382091812, 1382091810, 1382091816, 1382091824]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097604,,,"POLYGON ((37.2578852 58.6573461, 37.2580908 58.6573083, 37.2579895 58.6571592, 37.2577838 58.657197, 37.2578852 58.6573461))",,,,,,"[1382091896, 1382091893, 1382091888, 1382091891, 1382091896]",Весьегонск,RU,122,Тверская область,улица Карла Маркса,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097608,,,"POLYGON ((37.2667813 58.6474436, 37.2668602 58.6475622, 37.2670239 58.6475327, 37.2671875 58.6475032, 37.2671085 58.6473846, 37.2667813 58.6474436))",,,,,,"[1382091710, 1382091720, 6365548236, 1382091718, 1382091688, 1382091710]",Весьегонск,RU,30,Тверская область,Промышленная улица,yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097614,,,"POLYGON ((37.2714841 58.6541979, 37.2715158 58.6543046, 37.2717448 58.6542862, 37.2717132 58.6541795, 37.2714841 58.6541979))",,,,,,"[1382091844, 1382091851, 1382091850, 1382091819, 1382091844]",Весьегонск,RU,6А,Тверская область,Набережная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097616,,,"POLYGON ((37.2730811 58.6540195, 37.273133 58.6541267, 37.2733487 58.6540985, 37.2732969 58.6539913, 37.2730811 58.6540195))",,,,,,"[1382091808, 1382091848, 1382091827, 1382091806, 1382091808]",Весьегонск,RU,8А,Тверская область,Набережная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097617,Торговый дом,mall,"POLYGON ((37.2571617 58.6566099, 37.2575605 58.656536, 37.2574832 58.6564232, 37.2575234 58.6564158, 37.2574636 58.6563286, 37.257419 58.6563369, 37.2574008 58.6563103, 37.2570131 58.6563821, 37.2570313 58.6564087, 37.2568826 58.6564362, 37.2569426 58.6565238, 37.2570846 58.6564974, 37.2571617 58.6566099))",,,,,,"[1382091887, 1382091886, 6180900969, 6180900974, 6180900975, 6180900970, 1382091883, 1382091885, 6180900971, 6180900973, 6180900972, 6180900968, 1382091887]",Весьегонск,RU,126,Тверская область,улица Карла Маркса,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097627,Продукты 24ч,convenience,"POLYGON ((37.2656307 58.6478965, 37.2655172 58.6479939, 37.265629 58.6480292, 37.2657426 58.6479319, 37.2656307 58.6478965))",,,,,,"[1382091723, 1382091738, 1382091740, 1382091735, 1382091723]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097629,Детский сад № 7,,"POLYGON ((37.2638566 58.6470713, 37.2637649 58.6470871, 37.2638059 58.6471514, 37.2639677 58.6471235, 37.2639305 58.647065, 37.2644941 58.6469679, 37.2645313 58.6470263, 37.2646895 58.646999, 37.2646528 58.6469413, 37.2645608 58.6469571, 37.2644949 58.6468535, 37.2637948 58.6469742, 37.2638566 58.6470713))",,,,,,"[1382091684, 2582126494, 2582126512, 2582126505, 2582126489, 2582126451, 2582126472, 2582126461, 2582126446, 1382091686, 1382091678, 1382091673, 1382091684]",,,,,,kindergarten,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124097630,,,"POLYGON ((37.2622702 58.6547848, 37.2621091 58.6547465, 37.2618231 58.6550713, 37.2619842 58.6551097, 37.2622702 58.6547848))",,,,,,"[1382091855, 1382091853, 1382091861, 1382091881, 1382091855]",Весьегонск,RU,2,Тверская область,Коммунистическая улица,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124965142,,,"POLYGON ((37.253627 58.6549423, 37.2539772 58.6554872, 37.254201 58.6554483, 37.2541546 58.6553762, 37.2540737 58.6552503, 37.2540259 58.6551758, 37.2539852 58.6551126, 37.2538905 58.6549652, 37.2538508 58.6549034, 37.253627 58.6549423))",,,,,,"[1389189186, 1389189198, 1389189197, 6357593458, 6357593457, 6357593456, 6357593459, 6357593460, 1389189183, 1389189186]",Весьегонск,RU,91А,Тверская область,Советская улица,apartments,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124965143,Сбербанк,,"POLYGON ((37.2539772 58.6554872, 37.2540486 58.6556018, 37.2541085 58.6555917, 37.2546606 58.6554969, 37.2545883 58.6553829, 37.254201 58.6554483, 37.2539772 58.6554872))",bank,Сбербанк,ПАО Сбербанк,+7 48264 21242,,"[1389189198, 1389189201, 1389189162, 1389189199, 2582127588, 1389189197, 1389189198]",Весьегонск,RU,91А,Тверская область,Советская улица,yes,,,,,,,,"Mo-We 09:00-13:00,14:00-17:15; Th 09:00-13:00,14:00-16:15",,,,,Среднерусский банк,Q205012,ru:Сбербанк России,https://www.facebook.com/sberbank,https://www.instagram.com/sberbank,https://ok.ru/sberbank,+7 800 5555550,https://twitter.com/sberbank,https://vk.com/sberbank,https://www.sberbank.ru,Sberbank,8607/0193,no,,,,,,,
way,144019119,Столовая,,"POLYGON ((37.2609295 58.6712517, 37.2611106 58.6709425, 37.2607571 58.6708866, 37.2607261 58.6709396, 37.2606702 58.6709308, 37.2606419 58.6709791, 37.2605946 58.6709716, 37.2605302 58.6710815, 37.2605853 58.6710902, 37.2605499 58.6711505, 37.260608 58.6711597, 37.260586 58.6711973, 37.2609295 58.6712517))",cafe,,,,,"[1575999423, 1575999428, 1575999430, 5903828335, 5903828336, 5903828339, 5903828340, 5903828341, 5903828338, 5903828337, 5903828334, 1575999432, 1575999423]",Весьегонск,RU,50А,Тверская область,улица Карла Маркса,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166165247,Церковь Троицы Живоначальной,,"POLYGON ((37.2606712 58.6810554, 37.2611822 58.6810614, 37.2611887 58.6809115, 37.2606783 58.6809055, 37.2606765 58.680948, 37.26059 58.680947, 37.2605875 58.6810057, 37.2606733 58.6810067, 37.2606712 58.6810554))",place_of_worship,,,,,"[1776456440, 1776456442, 1776456444, 1776456445, 5629195936, 5629195937, 5629195934, 5629195935, 1776456440]",,,,,,yes,,,,orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983064,,,"POLYGON ((37.2654087 58.6470657, 37.2652124 58.6471004, 37.2652551 58.6471658, 37.2652825 58.6472077, 37.26531 58.64725, 37.2653525 58.6473151, 37.2655488 58.6472804, 37.2654087 58.6470657))",,,,,,"[1856216692, 6364436787, 6364463096, 6364463095, 6364463097, 6364436788, 6364436789, 1856216692]",,,,Тверская область,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983069,,,"POLYGON ((37.2728512 58.6543549, 37.2728942 58.6544549, 37.2731134 58.6544294, 37.2730705 58.6543294, 37.2728512 58.6543549))",,,,,,"[1856216710, 1856216714, 1856216712, 1856216709, 1856216710]",Весьегонск,RU,11,Тверская область,Набережная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983070,,,"POLYGON ((37.2676824 58.6438281, 37.2679221 58.6437869, 37.2678694 58.643704, 37.267648 58.6437421, 37.267676 58.6437863, 37.2676578 58.6437894, 37.2676824 58.6438281))",,,,,,"[1856216679, 1856216678, 1856216676, 1856216677, 6362357194, 6362357195, 1856216679]",Весьегонск,RU,26,Тверская область,Дачная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983071,,,"POLYGON ((37.2676504 58.6436345, 37.2677461 58.643618, 37.2677354 58.6436011, 37.2677984 58.6435902, 37.2677629 58.6435342, 37.2677596 58.643529, 37.2676008 58.6435563, 37.2676504 58.6436345))",,,,,,"[1856216674, 6362356968, 6362356969, 1856216672, 6362377886, 1856216667, 1856216670, 1856216674]",Весьегонск,RU,28,Тверская область,Дачная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983075,,,"POLYGON ((37.271289 58.6545367, 37.2713322 58.6546358, 37.2715308 58.6546124, 37.2714875 58.6545132, 37.271289 58.6545367))",,,,,,"[1856216713, 1856216716, 1856216715, 1856216711, 1856216713]",Весьегонск,RU,,Тверская область,Набережная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174983077,,,"POLYGON ((37.2607276 58.6472562, 37.2608489 58.6472356, 37.2606531 58.6469246, 37.2608737 58.6468871, 37.2611221 58.6472817, 37.2607803 58.64734, 37.2607276 58.6472562))",,,,,,"[4945773483, 1856216699, 1856216691, 1856216689, 1856216701, 4945752089, 4945773483]",Весьегонск,RU,14,Тверская область,улица Чапаева,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209748358,,,"POLYGON ((37.2740717 58.6441398, 37.2741488 58.6444124, 37.2742522 58.6444045, 37.2742693 58.6444648, 37.2754837 58.6443718, 37.2753896 58.6440389, 37.2740717 58.6441398))",,,,,,"[2199393266, 6364364644, 6364364645, 2199393268, 2199393267, 2199393265, 2199393266]",,,2В,,улица Павлика Морозова,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228398024,,,"POLYGON ((37.2669968 58.6434618, 37.2670314 58.6435112, 37.267263 58.6434673, 37.267172 58.6433372, 37.2670695 58.6433567, 37.2670852 58.6433791, 37.2670388 58.6433879, 37.2670796 58.6434461, 37.2669968 58.6434618))",,,,,,"[2370783566, 6362356965, 6362356964, 2370783552, 6362356961, 6362356962, 6362356963, 2370783555, 2370783566]",Весьегонск,RU,10,Тверская область,Южная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228398025,,,"POLYGON ((37.2666568 58.6435272, 37.2667008 58.6435196, 37.2667277 58.6435619, 37.2668393 58.6435427, 37.2668437 58.6435496, 37.266917 58.6435369, 37.2668838 58.6434848, 37.2668327 58.6434936, 37.266778 58.6434078, 37.2666003 58.6434384, 37.2666045 58.6434449, 37.2666568 58.6435272))",,,,,,"[2370783576, 6362356929, 6362356930, 6362356931, 6362356933, 6362356934, 6362356932, 2370783570, 2370783557, 2370783563, 6362356935, 2370783576]",Весьегонск,RU,29/12,Тверская область,Первомайская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228398028,,,"POLYGON ((37.2683022 58.6446503, 37.2684659 58.6446197, 37.2684147 58.6445456, 37.268316 58.644564, 37.2683047 58.6445477, 37.2682397 58.6445598, 37.2683022 58.6446503))",,,,,,"[2370783612, 2370783610, 2370783602, 6362356958, 6362356957, 2370783606, 2370783612]",Весьегонск,RU,18,Тверская область,Дачная улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405772,,,"POLYGON ((37.2674543 58.6447959, 37.2675767 58.6447748, 37.2675125 58.6446742, 37.2673901 58.6446954, 37.2674543 58.6447959))",,,,,,"[2370874851, 2370874847, 2370874841, 2370874843, 2370874851]",Весьегонск,RU,11,Тверская область,улица Павлика Морозова,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405787,,,"POLYGON ((37.2670398 58.6441333, 37.2671987 58.6441061, 37.2671475 58.6440253, 37.2669886 58.6440525, 37.2670398 58.6441333))",,,,,,"[2370874812, 2370874807, 2370874797, 2370874803, 2370874812]",Весьегонск,RU,23,Тверская область,Первомайская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405793,магазин (заброш.),yes,"POLYGON ((37.2717986 58.6474791, 37.271997 58.6474435, 37.27193 58.6473424, 37.2717316 58.647378, 37.2717986 58.6474791))",,,,,,"[2370875090, 2370875083, 2370875075, 2370875077, 2370875090]",Весьегонск,RU,2В,Тверская область,Стахановская улица,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
way,228405800,,,"POLYGON ((37.2665847 58.647116, 37.2666638 58.6472329, 37.2669603 58.6471785, 37.2668811 58.6470617, 37.2665847 58.647116))",,,,,,"[2370875056, 2370875072, 2370875060, 2370875052, 2370875056]",Весьегонск,RU,31,Тверская область,Промышленная улица,yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405803,,,"POLYGON ((37.2660367 58.6472094, 37.2661156 58.6473253, 37.2663984 58.6472732, 37.2663195 58.6471573, 37.2660367 58.6472094))",,,,,,"[2370875062, 2370875079, 2370875074, 2370875057, 2370875062]",Весьегонск,RU,33,Тверская область,Промышленная улица,yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405853,,,"POLYGON ((37.2671718 58.6443452, 37.2673662 58.6443116, 37.2673015 58.6442103, 37.267179 58.6442315, 37.2671907 58.6442499, 37.2671189 58.6442623, 37.2671718 58.6443452))",,,,,,"[2370874828, 2370874824, 2370874815, 6362356948, 6362356949, 2370874820, 2370874828]",Весьегонск,RU,21,Тверская область,Первомайская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405860,,,"POLYGON ((37.2672926 58.6445398, 37.2675574 58.6444943, 37.2675207 58.6444364, 37.26745 58.6444485, 37.2674382 58.6444298, 37.267244 58.6444631, 37.2672926 58.6445398))",,,,,,"[2370874839, 6362356951, 6362356952, 6362356950, 2370874832, 2370874834, 2370874839]",Весьегонск,RU,19,Тверская область,Первомайская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,228405862,разрушеный барак,,"POLYGON ((37.2680963 58.646965, 37.2679226 58.6465128, 37.267686 58.6465374, 37.2678597 58.6469896, 37.2680963 58.646965))",,,,,,"[2370875046, 2370875011, 2370875013, 2370875049, 2370875046]",Весьегонск,RU,,Тверская область,Первомайская улица,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
